IP,Repo,Path,Filename,Type,Line
gitlab.com,api-management,/home/long/Documents/internshipProject/api-management/.git/logs/HEAD,HEAD,HEAD,1
gitlab.com,api-management,/home/long/Documents/internshipProject/api-management/.git/logs/refs/remotes/origin/HEAD,HEAD,HEAD,1
gitlab.com,api-management,/home/long/Documents/internshipProject/api-management/.git/logs/refs/heads/master,master,master,1
gitlab.com,mobile-service,/home/long/Documents/internshipProject/mobile-service/.gitlab-ci.yml,.gitlab-ci.yml,yml,13
gitlab.com,mobile-service,/home/long/Documents/internshipProject/mobile-service/.gitlab-ci.yml,.gitlab-ci.yml,yml,19
gitlab.com,mobile-service,/home/long/Documents/internshipProject/mobile-service/.gitlab-ci.yml,.gitlab-ci.yml,yml,30
gitlab.com,mobile-service,/home/long/Documents/internshipProject/mobile-service/.gitlab-ci.yml,.gitlab-ci.yml,yml,38
gitlab.com,mobile-service,/home/long/Documents/internshipProject/mobile-service/.git/config,config,config,7
gitlab.com,mobile-service,/home/long/Documents/internshipProject/mobile-service/.git/logs/HEAD,HEAD,HEAD,1
gitlab.com,mobile-service,/home/long/Documents/internshipProject/mobile-service/.git/logs/refs/remotes/origin/HEAD,HEAD,HEAD,1
